Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"OA","Annual population","380","Italy","551","Rural population","3010","Population - Est. & Proj.","2005","2005","1000 No","18972.67","X","Figure from international organizations",""
"OA","Annual population","380","Italy","561","Urban population","3010","Population - Est. & Proj.","2005","2005","1000 No","39835.813","X","Figure from international organizations",""
"OA","Annual population","380","Italy","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2006","2006","1000 No","58754.433","X","Figure from international organizations",""
"OA","Annual population","380","Italy","512","Total Population - Male","3010","Population - Est. & Proj.","2006","2006","1000 No","28494.784","X","Figure from international organizations",""
"OA","Annual population","380","Italy","513","Total Population - Female","3010","Population - Est. & Proj.","2006","2006","1000 No","30259.649","X","Figure from international organizations",""
"OA","Annual population","380","Italy","551","Rural population","3010","Population - Est. & Proj.","2006","2006","1000 No","18990.436","X","Figure from international organizations",""
"OA","Annual population","380","Italy","561","Urban population","3010","Population - Est. & Proj.","2006","2006","1000 No","40089.433","X","Figure from international organizations",""
"OA","Annual population","380","Italy","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2007","2007","1000 No","59108.72","X","Figure from international organizations",""
"OA","Annual population","380","Italy","512","Total Population - Male","3010","Population - Est. & Proj.","2007","2007","1000 No","28662.014","X","Figure from international organizations",""
"OA","Annual population","380","Italy","513","Total Population - Female","3010","Population - Est. & Proj.","2007","2007","1000 No","30446.706","X","Figure from international organizations",""
"OA","Annual population","380","Italy","551","Rural population","3010","Population - Est. & Proj.","2007","2007","1000 No","18995.609","X","Figure from international organizations",""
"OA","Annual population","380","Italy","561","Urban population","3010","Population - Est. & Proj.","2007","2007","1000 No","40317.902","X","Figure from international organizations",""
"OA","Annual population","380","Italy","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2008","2008","1000 No","59561.684","X","Figure from international organizations",""
"OA","Annual population","380","Italy","512","Total Population - Male","3010","Population - Est. & Proj.","2008","2008","1000 No","28874.948","X","Figure from international organizations",""
"OA","Annual population","380","Italy","513","Total Population - Female","3010","Population - Est. & Proj.","2008","2008","1000 No","30686.735","X","Figure from international organizations",""
"OA","Annual population","380","Italy","551","Rural population","3010","Population - Est. & Proj.","2008","2008","1000 No","18985.986","X","Figure from international organizations",""
"OA","Annual population","380","Italy","561","Urban population","3010","Population - Est. & Proj.","2008","2008","1000 No","40516.399","X","Figure from international organizations",""
"OA","Annual population","380","Italy","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2009","2009","1000 No","59904.01","X","Figure from international organizations",""
"OA","Annual population","380","Italy","512","Total Population - Male","3010","Population - Est. & Proj.","2009","2009","1000 No","29033.655","X","Figure from international organizations",""
"OA","Annual population","380","Italy","513","Total Population - Female","3010","Population - Est. & Proj.","2009","2009","1000 No","30870.356","X","Figure from international organizations",""
"OA","Annual population","380","Italy","551","Rural population","3010","Population - Est. & Proj.","2009","2009","1000 No","18960.542","X","Figure from international organizations",""
"OA","Annual population","380","Italy","561","Urban population","3010","Population - Est. & Proj.","2009","2009","1000 No","40681.311","X","Figure from international organizations",""
"OA","Annual population","380","Italy","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2010","2010","1000 No","60164.213","X","Figure from international organizations",""
"OA","Annual population","380","Italy","512","Total Population - Male","3010","Population - Est. & Proj.","2010","2010","1000 No","29148.832","X","Figure from international organizations",""
"OA","Annual population","380","Italy","513","Total Population - Female","3010","Population - Est. & Proj.","2010","2010","1000 No","31015.382","X","Figure from international organizations",""
"OA","Annual population","380","Italy","551","Rural population","3010","Population - Est. & Proj.","2010","2010","1000 No","18918.497","X","Figure from international organizations",""
"OA","Annual population","380","Italy","561","Urban population","3010","Population - Est. & Proj.","2010","2010","1000 No","40811.31","X","Figure from international organizations",""
"OA","Annual population","380","Italy","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2011","2011","1000 No","60367.88","X","Figure from international organizations",""
"OA","Annual population","380","Italy","512","Total Population - Male","3010","Population - Est. & Proj.","2011","2011","1000 No","29240.98","X","Figure from international organizations",""
"OA","Annual population","380","Italy","513","Total Population - Female","3010","Population - Est. & Proj.","2011","2011","1000 No","31126.9","X","Figure from international organizations",""
"OA","Annual population","380","Italy","551","Rural population","3010","Population - Est. & Proj.","2011","2011","1000 No","18858.134","X","Figure from international organizations",""
"OA","Annual population","380","Italy","561","Urban population","3010","Population - Est. & Proj.","2011","2011","1000 No","40901.795","X","Figure from international organizations",""
"OA","Annual population","380","Italy","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2012","2012","1000 No","60531.515","X","Figure from international organizations",""
"OA","Annual population","380","Italy","512","Total Population - Male","3010","Population - Est. & Proj.","2012","2012","1000 No","29330.45","X","Figure from international organizations",""
"OA","Annual population","380","Italy","513","Total Population - Female","3010","Population - Est. & Proj.","2012","2012","1000 No","31201.065","X","Figure from international organizations",""
"OA","Annual population","380","Italy","551","Rural population","3010","Population - Est. & Proj.","2012","2012","1000 No","18706.111","X","Figure from international organizations",""
"OA","Annual population","380","Italy","561","Urban population","3010","Population - Est. & Proj.","2012","2012","1000 No","41027.723","X","Figure from international organizations",""
"OA","Annual population","380","Italy","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 No","60653.868","X","Figure from international organizations",""
"OA","Annual population","380","Italy","512","Total Population - Male","3010","Population - Est. & Proj.","2013","2013","1000 No","29407.591","X","Figure from international organizations",""
"OA","Annual population","380","Italy","513","Total Population - Female","3010","Population - Est. & Proj.","2013","2013","1000 No","31246.277","X","Figure from international organizations",""
"OA","Annual population","380","Italy","551","Rural population","3010","Population - Est. & Proj.","2013","2013","1000 No","18509.653","X","Figure from international organizations",""
"OA","Annual population","380","Italy","561","Urban population","3010","Population - Est. & Proj.","2013","2013","1000 No","41158.347","X","Figure from international organizations",""
"OA","Annual population","380","Italy","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2014","2014","1000 No","60664.171","X","Figure from international organizations",""
"OA","Annual population","380","Italy","512","Total Population - Male","3010","Population - Est. & Proj.","2014","2014","1000 No","29425.983","X","Figure from international organizations",""
"OA","Annual population","380","Italy","513","Total Population - Female","3010","Population - Est. & Proj.","2014","2014","1000 No","31238.188","X","Figure from international organizations",""
"OA","Annual population","380","Italy","551","Rural population","3010","Population - Est. & Proj.","2014","2014","1000 No","18309.186","X","Figure from international organizations",""
"OA","Annual population","380","Italy","561","Urban population","3010","Population - Est. & Proj.","2014","2014","1000 No","41276.482","X","Figure from international organizations",""
"OA","Annual population","380","Italy","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 No","60575.316","X","Figure from international organizations",""
"OA","Annual population","380","Italy","512","Total Population - Male","3010","Population - Est. & Proj.","2015","2015","1000 No","29403.014","X","Figure from international organizations",""
"OA","Annual population","380","Italy","513","Total Population - Female","3010","Population - Est. & Proj.","2015","2015","1000 No","31172.302","X","Figure from international organizations",""
"OA","Annual population","380","Italy","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 No","18110.394","X","Figure from international organizations",""
"OA","Annual population","380","Italy","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 No","41393.818","X","Figure from international organizations",""
"OA","Annual population","380","Italy","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2016","2016","1000 No","60478.108","X","Figure from international organizations",""
"OA","Annual population","380","Italy","512","Total Population - Male","3010","Population - Est. & Proj.","2016","2016","1000 No","29391.61","X","Figure from international organizations",""
"OA","Annual population","380","Italy","513","Total Population - Female","3010","Population - Est. & Proj.","2016","2016","1000 No","31086.497","X","Figure from international organizations",""
"OA","Annual population","380","Italy","551","Rural population","3010","Population - Est. & Proj.","2016","2016","1000 No","17914.936","X","Figure from international organizations",""
"OA","Annual population","380","Italy","561","Urban population","3010","Population - Est. & Proj.","2016","2016","1000 No","41515.002","X","Figure from international organizations",""
"OA","Annual population","380","Italy","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 No","60390.318","X","Figure from international organizations",""
"OA","Annual population","380","Italy","512","Total Population - Male","3010","Population - Est. & Proj.","2017","2017","1000 No","29393.679","X","Figure from international organizations",""
"OA","Annual population","380","Italy","513","Total Population - Female","3010","Population - Est. & Proj.","2017","2017","1000 No","30996.639","X","Figure from international organizations",""
"OA","Annual population","380","Italy","551","Rural population","3010","Population - Est. & Proj.","2017","2017","1000 No","17722.588","X","Figure from international organizations",""
"OA","Annual population","380","Italy","561","Urban population","3010","Population - Est. & Proj.","2017","2017","1000 No","41637.312","X","Figure from international organizations",""
"OA","Annual population","380","Italy","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 No","60277.499","X","Figure from international organizations",""
"OA","Annual population","380","Italy","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 No","29379.159","X","Figure from international organizations",""
"OA","Annual population","380","Italy","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 No","30898.339","X","Figure from international organizations",""
"OA","Annual population","380","Italy","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 No","17527.87","X","Figure from international organizations",""
"OA","Annual population","380","Italy","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 No","41763.099","X","Figure from international organizations",""
"OA","Annual population","380","Italy","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2019","2019","1000 No","60130.136","X","Figure from international organizations",""
"OA","Annual population","380","Italy","512","Total Population - Male","3010","Population - Est. & Proj.","2019","2019","1000 No","29326.484","X","Figure from international organizations",""
"OA","Annual population","380","Italy","513","Total Population - Female","3010","Population - Est. & Proj.","2019","2019","1000 No","30803.652","X","Figure from international organizations",""
"OA","Annual population","380","Italy","551","Rural population","3010","Population - Est. & Proj.","2019","2019","1000 No","17329.18","X","Figure from international organizations",""
"OA","Annual population","380","Italy","561","Urban population","3010","Population - Est. & Proj.","2019","2019","1000 No","41887.345","X","Figure from international organizations",""
"OA","Annual population","380","Italy","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2020","2020","1000 No","59912.769","X","Figure from international organizations",""
"OA","Annual population","380","Italy","512","Total Population - Male","3010","Population - Est. & Proj.","2020","2020","1000 No","29229.606","X","Figure from international organizations",""
"OA","Annual population","380","Italy","513","Total Population - Female","3010","Population - Est. & Proj.","2020","2020","1000 No","30683.163","X","Figure from international organizations",""
"OA","Annual population","380","Italy","551","Rural population","3010","Population - Est. & Proj.","2020","2020","1000 No","17125.372","X","Figure from international organizations",""
"OA","Annual population","380","Italy","561","Urban population","3010","Population - Est. & Proj.","2020","2020","1000 No","42006.701","X","Figure from international organizations",""
"OA","Annual population","380","Italy","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2021","2021","1000 No","59729.35","X","Figure from international organizations",""
"OA","Annual population","380","Italy","512","Total Population - Male","3010","Population - Est. & Proj.","2021","2021","1000 No","29153.42","X","Figure from international organizations",""
"OA","Annual population","380","Italy","513","Total Population - Female","3010","Population - Est. & Proj.","2021","2021","1000 No","30575.93","X","Figure from international organizations",""
"OA","Annual population","380","Italy","551","Rural population","3010","Population - Est. & Proj.","2021","2021","1000 No","16916.734","X","Figure from international organizations",""
"OA","Annual population","380","Italy","561","Urban population","3010","Population - Est. & Proj.","2021","2021","1000 No","42121.159","X","Figure from international organizations",""
"OA","Annual population","380","Italy","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2022","2022","1000 No","59619.115","X","Figure from international organizations",""
"OA","Annual population","380","Italy","512","Total Population - Male","3010","Population - Est. & Proj.","2022","2022","1000 No","29109.539","X","Figure from international organizations",""
"OA","Annual population","380","Italy","513","Total Population - Female","3010","Population - Est. & Proj.","2022","2022","1000 No","30509.575","X","Figure from international organizations",""
"OA","Annual population","380","Italy","551","Rural population","3010","Population - Est. & Proj.","2022","2022","1000 No","16704.459","X","Figure from international organizations",""
"OA","Annual population","380","Italy","561","Urban population","3010","Population - Est. & Proj.","2022","2022","1000 No","42233.014","X","Figure from international organizations",""
"OA","Annual population","380","Italy","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2023","2023","1000 No","59499.453","X","Figure from international organizations",""
"OA","Annual population","380","Italy","512","Total Population - Male","3010","Population - Est. & Proj.","2023","2023","1000 No","29062.454","X","Figure from international organizations",""
"OA","Annual population","380","Italy","513","Total Population - Female","3010","Population - Est. & Proj.","2023","2023","1000 No","30437","X","Figure from international organizations",""
"OA","Annual population","380","Italy","551","Rural population","3010","Population - Est. & Proj.","2023","2023","1000 No","16489.348","X","Figure from international organizations",""
"OA","Annual population","380","Italy","561","Urban population","3010","Population - Est. & Proj.","2023","2023","1000 No","42343.688","X","Figure from international organizations",""
"OA","Annual population","392","Japan","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2000","2000","1000 No","127027.789","X","Figure from international organizations",""
"OA","Annual population","392","Japan","512","Total Population - Male","3010","Population - Est. & Proj.","2000","2000","1000 No","62477.07","X","Figure from international organizations",""
"OA","Annual population","392","Japan","513","Total Population - Female","3010","Population - Est. & Proj.","2000","2000","1000 No","64550.719","X","Figure from international organizations",""
"OA","Annual population","392","Japan","551","Rural population","3010","Population - Est. & Proj.","2000","2000","1000 No","27230.218","X","Figure from international organizations",""
"OA","Annual population","392","Japan","561","Urban population","3010","Population - Est. & Proj.","2000","2000","1000 No","100303.716","X","Figure from international organizations",""
"OA","Annual population","392","Japan","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2001","2001","1000 No","127260.148","X","Figure from international organizations",""
"OA","Annual population","392","Japan","512","Total Population - Male","3010","Population - Est. & Proj.","2001","2001","1000 No","62563.109","X","Figure from international organizations",""
"OA","Annual population","392","Japan","513","Total Population - Female","3010","Population - Est. & Proj.","2001","2001","1000 No","64697.039","X","Figure from international organizations",""
"OA","Annual population","392","Japan","551","Rural population","3010","Population - Est. & Proj.","2001","2001","1000 No","25557.575","X","Figure from international organizations",""
"OA","Annual population","392","Japan","561","Urban population","3010","Population - Est. & Proj.","2001","2001","1000 No","102165.938","X","Figure from international organizations",""
"OA","Annual population","392","Japan","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2002","2002","1000 No","127484.598","X","Figure from international organizations",""
"OA","Annual population","392","Japan","512","Total Population - Male","3010","Population - Est. & Proj.","2002","2002","1000 No","62641.633","X","Figure from international organizations",""
"OA","Annual population","392","Japan","513","Total Population - Female","3010","Population - Est. & Proj.","2002","2002","1000 No","64842.965","X","Figure from international organizations",""
"OA","Annual population","392","Japan","551","Rural population","3010","Population - Est. & Proj.","2002","2002","1000 No","23473.865","X","Figure from international organizations",""
"OA","Annual population","392","Japan","561","Urban population","3010","Population - Est. & Proj.","2002","2002","1000 No","104428.752","X","Figure from international organizations",""
"OA","Annual population","392","Japan","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2003","2003","1000 No","127671.251","X","Figure from international organizations",""
"OA","Annual population","392","Japan","512","Total Population - Male","3010","Population - Est. & Proj.","2003","2003","1000 No","62699.19","X","Figure from international organizations",""
"OA","Annual population","392","Japan","513","Total Population - Female","3010","Population - Est. & Proj.","2003","2003","1000 No","64972.061","X","Figure from international organizations",""
"OA","Annual population","392","Japan","551","Rural population","3010","Population - Est. & Proj.","2003","2003","1000 No","21520.729","X","Figure from international organizations",""
"OA","Annual population","392","Japan","561","Urban population","3010","Population - Est. & Proj.","2003","2003","1000 No","106547.065","X","Figure from international organizations",""
"OA","Annual population","392","Japan","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2004","2004","1000 No","127815.774","X","Figure from international organizations",""
"OA","Annual population","392","Japan","512","Total Population - Male","3010","Population - Est. & Proj.","2004","2004","1000 No","62734.682","X","Figure from international organizations",""
"OA","Annual population","392","Japan","513","Total Population - Female","3010","Population - Est. & Proj.","2004","2004","1000 No","65081.092","X","Figure from international organizations",""
"OA","Annual population","392","Japan","551","Rural population","3010","Population - Est. & Proj.","2004","2004","1000 No","19693.113","X","Figure from international organizations",""
"OA","Annual population","392","Japan","561","Urban population","3010","Population - Est. & Proj.","2004","2004","1000 No","108520.519","X","Figure from international organizations",""
"OA","Annual population","392","Japan","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2005","2005","1000 No","127913.331","X","Figure from international organizations",""
"OA","Annual population","392","Japan","512","Total Population - Male","3010","Population - Est. & Proj.","2005","2005","1000 No","62743.999","X","Figure from international organizations",""
"OA","Annual population","392","Japan","513","Total Population - Female","3010","Population - Est. & Proj.","2005","2005","1000 No","65169.332","X","Figure from international organizations",""
"OA","Annual population","392","Japan","551","Rural population","3010","Population - Est. & Proj.","2005","2005","1000 No","17995.058","X","Figure from international organizations",""
"OA","Annual population","392","Japan","561","Urban population","3010","Population - Est. & Proj.","2005","2005","1000 No","110340.709","X","Figure from international organizations",""
"OA","Annual population","392","Japan","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2006","2006","1000 No","127997.247","X","Figure from international organizations",""
"OA","Annual population","392","Japan","512","Total Population - Male","3010","Population - Est. & Proj.","2006","2006","1000 No","62747.822","X","Figure from international organizations",""
"OA","Annual population","392","Japan","513","Total Population - Female","3010","Population - Est. & Proj.","2006","2006","1000 No","65249.425","X","Figure from international organizations",""
"OA","Annual population","392","Japan","551","Rural population","3010","Population - Est. & Proj.","2006","2006","1000 No","16545.175","X","Figure from international organizations",""
"OA","Annual population","392","Japan","561","Urban population","3010","Population - Est. & Proj.","2006","2006","1000 No","111887.819","X","Figure from international organizations",""
"OA","Annual population","392","Japan","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2007","2007","1000 No","128087.682","X","Figure from international organizations",""
"OA","Annual population","392","Japan","512","Total Population - Male","3010","Population - Est. & Proj.","2007","2007","1000 No","62759.244","X","Figure from international organizations",""
"OA","Annual population","392","Japan","513","Total Population - Female","3010","Population - Est. & Proj.","2007","2007","1000 No","65328.438","X","Figure from international organizations",""
"OA","Annual population","392","Japan","551","Rural population","3010","Population - Est. & Proj.","2007","2007","1000 No","15233.582","X","Figure from international organizations",""
"OA","Annual population","392","Japan","561","Urban population","3010","Population - Est. & Proj.","2007","2007","1000 No","113271.669","X","Figure from international organizations",""
"OA","Annual population","392","Japan","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2008","2008","1000 No","128155.99","X","Figure from international organizations",""
"OA","Annual population","392","Japan","512","Total Population - Male","3010","Population - Est. & Proj.","2008","2008","1000 No","62759.005","X","Figure from international organizations",""
"OA","Annual population","392","Japan","513","Total Population - Female","3010","Population - Est. & Proj.","2008","2008","1000 No","65396.985","X","Figure from international organizations",""
"OA","Annual population","392","Japan","551","Rural population","3010","Population - Est. & Proj.","2008","2008","1000 No","14008.192","X","Figure from international organizations",""
"OA","Annual population","392","Japan","561","Urban population","3010","Population - Est. & Proj.","2008","2008","1000 No","114542.316","X","Figure from international organizations",""
"OA","Annual population","392","Japan","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2009","2009","1000 No","128192.47","X","Figure from international organizations",""
"OA","Annual population","392","Japan","512","Total Population - Male","3010","Population - Est. & Proj.","2009","2009","1000 No","62742.752","X","Figure from international organizations",""
"OA","Annual population","392","Japan","513","Total Population - Female","3010","Population - Est. & Proj.","2009","2009","1000 No","65449.717","X","Figure from international organizations",""
"OA","Annual population","392","Japan","551","Rural population","3010","Population - Est. & Proj.","2009","2009","1000 No","12870.195","X","Figure from international organizations",""
"OA","Annual population","392","Japan","561","Urban population","3010","Population - Est. & Proj.","2009","2009","1000 No","115696.464","X","Figure from international organizations",""
"OA","Annual population","392","Japan","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2010","2010","1000 No","128185.275","X","Figure from international organizations",""
"OA","Annual population","392","Japan","512","Total Population - Male","3010","Population - Est. & Proj.","2010","2010","1000 No","62706.099","X","Figure from international organizations",""
"OA","Annual population","392","Japan","513","Total Population - Female","3010","Population - Est. & Proj.","2010","2010","1000 No","65479.177","X","Figure from international organizations",""
"OA","Annual population","392","Japan","551","Rural population","3010","Population - Est. & Proj.","2010","2010","1000 No","11810.839","X","Figure from international organizations",""
"OA","Annual population","392","Japan","561","Urban population","3010","Population - Est. & Proj.","2010","2010","1000 No","116741.034","X","Figure from international organizations",""
"OA","Annual population","392","Japan","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2011","2011","1000 No","128096.432","X","Figure from international organizations",""
"OA","Annual population","392","Japan","512","Total Population - Male","3010","Population - Est. & Proj.","2011","2011","1000 No","62641.616","X","Figure from international organizations",""
"OA","Annual population","392","Japan","513","Total Population - Female","3010","Population - Est. & Proj.","2011","2011","1000 No","65454.816","X","Figure from international organizations",""
"OA","Annual population","392","Japan","551","Rural population","3010","Population - Est. & Proj.","2011","2011","1000 No","11476.384","X","Figure from international organizations",""
"OA","Annual population","392","Japan","561","Urban population","3010","Population - Est. & Proj.","2011","2011","1000 No","117029.015","X","Figure from international organizations",""
"OA","Annual population","392","Japan","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2012","2012","1000 No","127928.285","X","Figure from international organizations",""
"OA","Annual population","392","Japan","512","Total Population - Male","3010","Population - Est. & Proj.","2012","2012","1000 No","62548.782","X","Figure from international organizations",""
"OA","Annual population","392","Japan","513","Total Population - Female","3010","Population - Est. & Proj.","2012","2012","1000 No","65379.503","X","Figure from international organizations",""
"OA","Annual population","392","Japan","551","Rural population","3010","Population - Est. & Proj.","2012","2012","1000 No","11368.012","X","Figure from international organizations",""
"OA","Annual population","392","Japan","561","Urban population","3010","Population - Est. & Proj.","2012","2012","1000 No","117058.372","X","Figure from international organizations",""
"OA","Annual population","392","Japan","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 No","127723.645","X","Figure from international organizations",""
"OA","Annual population","392","Japan","512","Total Population - Male","3010","Population - Est. & Proj.","2013","2013","1000 No","62437.886","X","Figure from international organizations",""
"OA","Annual population","392","Japan","513","Total Population - Female","3010","Population - Est. & Proj.","2013","2013","1000 No","65285.76","X","Figure from international organizations",""
"OA","Annual population","392","Japan","551","Rural population","3010","Population - Est. & Proj.","2013","2013","1000 No","11257.825","X","Figure from international organizations",""
"OA","Annual population","392","Japan","561","Urban population","3010","Population - Est. & Proj.","2013","2013","1000 No","117055.095","X","Figure from international organizations",""
"OA","Annual population","392","Japan","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2014","2014","1000 No","127486.605","X","Figure from international organizations",""
"OA","Annual population","392","Japan","512","Total Population - Male","3010","Population - Est. & Proj.","2014","2014","1000 No","62311.51","X","Figure from international organizations",""
"OA","Annual population","392","Japan","513","Total Population - Female","3010","Population - Est. & Proj.","2014","2014","1000 No","65175.094","X","Figure from international organizations",""
"OA","Annual population","392","Japan","551","Rural population","3010","Population - Est. & Proj.","2014","2014","1000 No","11145.296","X","Figure from international organizations",""
"OA","Annual population","392","Japan","561","Urban population","3010","Population - Est. & Proj.","2014","2014","1000 No","117017.577","X","Figure from international organizations",""
"OA","Annual population","392","Japan","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 No","127275.872","X","Figure from international organizations",""
"OA","Annual population","392","Japan","512","Total Population - Male","3010","Population - Est. & Proj.","2015","2015","1000 No","62204.439","X","Figure from international organizations",""
"OA","Annual population","392","Japan","513","Total Population - Female","3010","Population - Est. & Proj.","2015","2015","1000 No","65071.433","X","Figure from international organizations",""
"OA","Annual population","392","Japan","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 No","11030.53","X","Figure from international organizations",""
"OA","Annual population","392","Japan","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 No","116944.428","X","Figure from international organizations",""
"OA","Annual population","392","Japan","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2016","2016","1000 No","127159.951","X","Figure from international organizations",""
"OA","Annual population","392","Japan","512","Total Population - Male","3010","Population - Est. & Proj.","2016","2016","1000 No","62146.727","X","Figure from international organizations",""
"OA","Annual population","392","Japan","513","Total Population - Female","3010","Population - Est. & Proj.","2016","2016","1000 No","65013.224","X","Figure from international organizations",""
"OA","Annual population","392","Japan","551","Rural population","3010","Population - Est. & Proj.","2016","2016","1000 No","10913.416","X","Figure from international organizations",""
"OA","Annual population","392","Japan","561","Urban population","3010","Population - Est. & Proj.","2016","2016","1000 No","116835.097","X","Figure from international organizations",""
"OA","Annual population","392","Japan","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 No","127064.69","X","Figure from international organizations",""
"OA","Annual population","392","Japan","512","Total Population - Male","3010","Population - Est. & Proj.","2017","2017","1000 No","62094.983","X","Figure from international organizations",""
"OA","Annual population","392","Japan","513","Total Population - Female","3010","Population - Est. & Proj.","2017","2017","1000 No","64969.707","X","Figure from international organizations",""
"OA","Annual population","392","Japan","551","Rural population","3010","Population - Est. & Proj.","2017","2017","1000 No","10791.174","X","Figure from international organizations",""
"OA","Annual population","392","Japan","561","Urban population","3010","Population - Est. & Proj.","2017","2017","1000 No","116693.276","X","Figure from international organizations",""
"OA","Annual population","392","Japan","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 No","126913.432","X","Figure from international organizations",""
"OA","Annual population","392","Japan","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 No","62016.416","X","Figure from international organizations",""
"OA","Annual population","392","Japan","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 No","64897.017","X","Figure from international organizations",""
"OA","Annual population","392","Japan","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 No","10663.807","X","Figure from international organizations",""
"OA","Annual population","392","Japan","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 No","116521.525","X","Figure from international organizations",""
"OA","Annual population","392","Japan","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2019","2019","1000 No","126699.424","X","Figure from international organizations",""
"OA","Annual population","392","Japan","512","Total Population - Male","3010","Population - Est. & Proj.","2019","2019","1000 No","61908.356","X","Figure from international organizations",""
"OA","Annual population","392","Japan","513","Total Population - Female","3010","Population - Est. & Proj.","2019","2019","1000 No","64791.067","X","Figure from international organizations",""
"OA","Annual population","392","Japan","551","Rural population","3010","Population - Est. & Proj.","2019","2019","1000 No","10531.932","X","Figure from international organizations",""
"OA","Annual population","392","Japan","561","Urban population","3010","Population - Est. & Proj.","2019","2019","1000 No","116322.813","X","Figure from international organizations",""
"OA","Annual population","392","Japan","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2020","2020","1000 No","126304.543","X","Figure from international organizations",""
"OA","Annual population","392","Japan","512","Total Population - Male","3010","Population - Est. & Proj.","2020","2020","1000 No","61704.209","X","Figure from international organizations",""
"OA","Annual population","392","Japan","513","Total Population - Female","3010","Population - Est. & Proj.","2020","2020","1000 No","64600.334","X","Figure from international organizations",""
"OA","Annual population","392","Japan","551","Rural population","3010","Population - Est. & Proj.","2020","2020","1000 No","10395.975","X","Figure from international organizations",""
"OA","Annual population","392","Japan","561","Urban population","3010","Population - Est. & Proj.","2020","2020","1000 No","116099.672","X","Figure from international organizations",""
"OA","Annual population","392","Japan","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2021","2021","1000 No","125679.338","X","Figure from international organizations",""
"OA","Annual population","392","Japan","512","Total Population - Male","3010","Population - Est. & Proj.","2021","2021","1000 No","61379.113","X","Figure from international organizations",""
"OA","Annual population","392","Japan","513","Total Population - Female","3010","Population - Est. & Proj.","2021","2021","1000 No","64300.226","X","Figure from international organizations",""
"OA","Annual population","392","Japan","551","Rural population","3010","Population - Est. & Proj.","2021","2021","1000 No","10256.23","X","Figure from international organizations",""
"OA","Annual population","392","Japan","561","Urban population","3010","Population - Est. & Proj.","2021","2021","1000 No","115853.245","X","Figure from international organizations",""
"OA","Annual population","392","Japan","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2022","2022","1000 No","124997.578","X","Figure from international organizations",""
