Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"OA","Annual population","159","China","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2010","2010","1000 No","1382449.985","X","Figure from international organizations",""
"OA","Annual population","159","China","512","Total Population - Male","3010","Population - Est. & Proj.","2010","2010","1000 No","706809.041","X","Figure from international organizations",""
"OA","Annual population","159","China","513","Total Population - Female","3010","Population - Est. & Proj.","2010","2010","1000 No","675640.944","X","Figure from international organizations",""
"OA","Annual population","159","China","551","Rural population","3010","Population - Est. & Proj.","2010","2010","1000 No","696249.563","X","Figure from international organizations",""
"OA","Annual population","159","China","561","Urban population","3010","Population - Est. & Proj.","2010","2010","1000 No","694170.135","X","Figure from international organizations",""
"OA","Annual population","159","China","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2011","2011","1000 No","1391242.343","X","Figure from international organizations",""
"OA","Annual population","159","China","512","Total Population - Male","3010","Population - Est. & Proj.","2011","2011","1000 No","711315.716","X","Figure from international organizations",""
"OA","Annual population","159","China","513","Total Population - Female","3010","Population - Est. & Proj.","2011","2011","1000 No","679926.627","X","Figure from international organizations",""
"OA","Annual population","159","China","551","Rural population","3010","Population - Est. & Proj.","2011","2011","1000 No","682518.202","X","Figure from international organizations",""
"OA","Annual population","159","China","561","Urban population","3010","Population - Est. & Proj.","2011","2011","1000 No","715762.326","X","Figure from international organizations",""
"OA","Annual population","159","China","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2012","2012","1000 No","1400655.332","X","Figure from international organizations",""
"OA","Annual population","159","China","512","Total Population - Male","3010","Population - Est. & Proj.","2012","2012","1000 No","716116.667","X","Figure from international organizations",""
"OA","Annual population","159","China","513","Total Population - Female","3010","Population - Est. & Proj.","2012","2012","1000 No","684538.666","X","Figure from international organizations",""
"OA","Annual population","159","China","551","Rural population","3010","Population - Est. & Proj.","2012","2012","1000 No","669007.424","X","Figure from international organizations",""
"OA","Annual population","159","China","561","Urban population","3010","Population - Est. & Proj.","2012","2012","1000 No","737124.022","X","Figure from international organizations",""
"OA","Annual population","159","China","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 No","1410287.993","X","Figure from international organizations",""
"OA","Annual population","159","China","512","Total Population - Male","3010","Population - Est. & Proj.","2013","2013","1000 No","721011.688","X","Figure from international organizations",""
"OA","Annual population","159","China","513","Total Population - Female","3010","Population - Est. & Proj.","2013","2013","1000 No","689276.305","X","Figure from international organizations",""
"OA","Annual population","159","China","551","Rural population","3010","Population - Est. & Proj.","2013","2013","1000 No","655323.811","X","Figure from international organizations",""
"OA","Annual population","159","China","561","Urban population","3010","Population - Est. & Proj.","2013","2013","1000 No","758533.671","X","Figure from international organizations",""
"OA","Annual population","159","China","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2014","2014","1000 No","1419354.592","X","Figure from international organizations",""
"OA","Annual population","159","China","512","Total Population - Male","3010","Population - Est. & Proj.","2014","2014","1000 No","725582.593","X","Figure from international organizations",""
"OA","Annual population","159","China","513","Total Population - Female","3010","Population - Est. & Proj.","2014","2014","1000 No","693772","X","Figure from international organizations",""
"OA","Annual population","159","China","551","Rural population","3010","Population - Est. & Proj.","2014","2014","1000 No","641352.868","X","Figure from international organizations",""
"OA","Annual population","159","China","561","Urban population","3010","Population - Est. & Proj.","2014","2014","1000 No","779954.516","X","Figure from international organizations",""
"OA","Annual population","159","China","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 No","1427652.016","X","Figure from international organizations",""
"OA","Annual population","159","China","512","Total Population - Male","3010","Population - Est. & Proj.","2015","2015","1000 No","729718.321","X","Figure from international organizations",""
"OA","Annual population","159","China","513","Total Population - Female","3010","Population - Est. & Proj.","2015","2015","1000 No","697933.695","X","Figure from international organizations",""
"OA","Annual population","159","China","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 No","627097.042","X","Figure from international organizations",""
"OA","Annual population","159","China","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 No","801263.909","X","Figure from international organizations",""
"OA","Annual population","159","China","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2016","2016","1000 No","1435681.095","X","Figure from international organizations",""
"OA","Annual population","159","China","512","Total Population - Male","3010","Population - Est. & Proj.","2016","2016","1000 No","733672.52","X","Figure from international organizations",""
"OA","Annual population","159","China","513","Total Population - Female","3010","Population - Est. & Proj.","2016","2016","1000 No","702008.575","X","Figure from international organizations",""
"OA","Annual population","159","China","551","Rural population","3010","Population - Est. & Proj.","2016","2016","1000 No","612549.421","X","Figure from international organizations",""
"OA","Annual population","159","China","561","Urban population","3010","Population - Est. & Proj.","2016","2016","1000 No","822422.66","X","Figure from international organizations",""
"OA","Annual population","159","China","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 No","1444079.121","X","Figure from international organizations",""
"OA","Annual population","159","China","512","Total Population - Male","3010","Population - Est. & Proj.","2017","2017","1000 No","737730.664","X","Figure from international organizations",""
"OA","Annual population","159","China","513","Total Population - Female","3010","Population - Est. & Proj.","2017","2017","1000 No","706348.457","X","Figure from international organizations",""
"OA","Annual population","159","China","551","Rural population","3010","Population - Est. & Proj.","2017","2017","1000 No","597816.52","X","Figure from international organizations",""
"OA","Annual population","159","China","561","Urban population","3010","Population - Est. & Proj.","2017","2017","1000 No","843314.783","X","Figure from international organizations",""
"OA","Annual population","159","China","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 No","1450798.227","X","Figure from international organizations",""
"OA","Annual population","159","China","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 No","740879.243","X","Figure from international organizations",""
"OA","Annual population","159","China","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 No","709918.983","X","Figure from international organizations",""
"OA","Annual population","159","China","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 No","583199.631","X","Figure from international organizations",""
"OA","Annual population","159","China","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 No","863601.691","X","Figure from international organizations",""
"OA","Annual population","159","China","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2019","2019","1000 No","1455351.282","X","Figure from international organizations",""
"OA","Annual population","159","China","512","Total Population - Male","3010","Population - Est. & Proj.","2019","2019","1000 No","742942.8","X","Figure from international organizations",""
"OA","Annual population","159","China","513","Total Population - Female","3010","Population - Est. & Proj.","2019","2019","1000 No","712408.482","X","Figure from international organizations",""
"OA","Annual population","159","China","551","Rural population","3010","Population - Est. & Proj.","2019","2019","1000 No","568748.198","X","Figure from international organizations",""
"OA","Annual population","159","China","561","Urban population","3010","Population - Est. & Proj.","2019","2019","1000 No","883204.937","X","Figure from international organizations",""
"OA","Annual population","159","China","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2020","2020","1000 No","1457942.854","X","Figure from international organizations",""
"OA","Annual population","159","China","512","Total Population - Male","3010","Population - Est. & Proj.","2020","2020","1000 No","743901.142","X","Figure from international organizations",""
"OA","Annual population","159","China","513","Total Population - Female","3010","Population - Est. & Proj.","2020","2020","1000 No","714041.712","X","Figure from international organizations",""
"OA","Annual population","159","China","551","Rural population","3010","Population - Est. & Proj.","2020","2020","1000 No","554487.938","X","Figure from international organizations",""
"OA","Annual population","159","China","561","Urban population","3010","Population - Est. & Proj.","2020","2020","1000 No","902077.76","X","Figure from international organizations",""
"OA","Annual population","159","China","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2021","2021","1000 No","1458174.603","X","Figure from international organizations",""
"OA","Annual population","159","China","512","Total Population - Male","3010","Population - Est. & Proj.","2021","2021","1000 No","743583.206","X","Figure from international organizations",""
"OA","Annual population","159","China","513","Total Population - Female","3010","Population - Est. & Proj.","2021","2021","1000 No","714591.397","X","Figure from international organizations",""
"OA","Annual population","159","China","551","Rural population","3010","Population - Est. & Proj.","2021","2021","1000 No","540439.367","X","Figure from international organizations",""
"OA","Annual population","159","China","561","Urban population","3010","Population - Est. & Proj.","2021","2021","1000 No","920173.874","X","Figure from international organizations",""
"OA","Annual population","159","China","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2022","2022","1000 No","1456769.951","X","Figure from international organizations",""
"OA","Annual population","159","China","512","Total Population - Male","3010","Population - Est. & Proj.","2022","2022","1000 No","742400.113","X","Figure from international organizations",""
"OA","Annual population","159","China","513","Total Population - Female","3010","Population - Est. & Proj.","2022","2022","1000 No","714369.838","X","Figure from international organizations",""
"OA","Annual population","159","China","551","Rural population","3010","Population - Est. & Proj.","2022","2022","1000 No","526626.069","X","Figure from international organizations",""
"OA","Annual population","159","China","561","Urban population","3010","Population - Est. & Proj.","2022","2022","1000 No","937461.423","X","Figure from international organizations",""
"OA","Annual population","159","China","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2023","2023","1000 No","1454058.724","X","Figure from international organizations",""
"OA","Annual population","159","China","512","Total Population - Male","3010","Population - Est. & Proj.","2023","2023","1000 No","740461.354","X","Figure from international organizations",""
"OA","Annual population","159","China","513","Total Population - Female","3010","Population - Est. & Proj.","2023","2023","1000 No","713597.37","X","Figure from international organizations",""
"OA","Annual population","159","China","551","Rural population","3010","Population - Est. & Proj.","2023","2023","1000 No","513079.075","X","Figure from international organizations",""
"OA","Annual population","159","China","561","Urban population","3010","Population - Est. & Proj.","2023","2023","1000 No","953931.777","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2000","2000","1000 No","4326.105","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","512","Total Population - Male","3010","Population - Est. & Proj.","2000","2000","1000 No","2079.137","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","513","Total Population - Female","3010","Population - Est. & Proj.","2000","2000","1000 No","2246.968","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","551","Rural population","3010","Population - Est. & Proj.","2000","2000","1000 No","2062.239","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","561","Urban population","3010","Population - Est. & Proj.","2000","2000","1000 No","2365.833","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2001","2001","1000 No","4301.074","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","512","Total Population - Male","3010","Population - Est. & Proj.","2001","2001","1000 No","2067.323","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","513","Total Population - Female","3010","Population - Est. & Proj.","2001","2001","1000 No","2233.751","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","551","Rural population","3010","Population - Est. & Proj.","2001","2001","1000 No","2043.497","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","561","Urban population","3010","Population - Est. & Proj.","2001","2001","1000 No","2364.583","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2002","2002","1000 No","4305.782","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","512","Total Population - Male","3010","Population - Est. & Proj.","2002","2002","1000 No","2069.2","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","513","Total Population - Female","3010","Population - Est. & Proj.","2002","2002","1000 No","2236.582","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","551","Rural population","3010","Population - Est. & Proj.","2002","2002","1000 No","2030.408","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","561","Urban population","3010","Population - Est. & Proj.","2002","2002","1000 No","2365.411","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2003","2003","1000 No","4306.686","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","512","Total Population - Male","3010","Population - Est. & Proj.","2003","2003","1000 No","2069.044","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","513","Total Population - Female","3010","Population - Est. & Proj.","2003","2003","1000 No","2237.642","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","551","Rural population","3010","Population - Est. & Proj.","2003","2003","1000 No","2019.844","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","561","Urban population","3010","Population - Est. & Proj.","2003","2003","1000 No","2369.102","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2004","2004","1000 No","4310.056","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","512","Total Population - Male","3010","Population - Est. & Proj.","2004","2004","1000 No","2070.796","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","513","Total Population - Female","3010","Population - Est. & Proj.","2004","2004","1000 No","2239.26","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","551","Rural population","3010","Population - Est. & Proj.","2004","2004","1000 No","2010.143","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","561","Urban population","3010","Population - Est. & Proj.","2004","2004","1000 No","2373.777","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2005","2005","1000 No","4313.946","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","512","Total Population - Male","3010","Population - Est. & Proj.","2005","2005","1000 No","2073.053","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","513","Total Population - Female","3010","Population - Est. & Proj.","2005","2005","1000 No","2240.892","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","551","Rural population","3010","Population - Est. & Proj.","2005","2005","1000 No","2000.102","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","561","Urban population","3010","Population - Est. & Proj.","2005","2005","1000 No","2377.955","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2006","2006","1000 No","4315.8","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","512","Total Population - Male","3010","Population - Est. & Proj.","2006","2006","1000 No","2074.72","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","513","Total Population - Female","3010","Population - Est. & Proj.","2006","2006","1000 No","2241.08","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","551","Rural population","3010","Population - Est. & Proj.","2006","2006","1000 No","1989.394","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","561","Urban population","3010","Population - Est. & Proj.","2006","2006","1000 No","2381.305","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2007","2007","1000 No","4315.954","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","512","Total Population - Male","3010","Population - Est. & Proj.","2007","2007","1000 No","2075.941","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","513","Total Population - Female","3010","Population - Est. & Proj.","2007","2007","1000 No","2240.013","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","551","Rural population","3010","Population - Est. & Proj.","2007","2007","1000 No","1978.228","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","561","Urban population","3010","Population - Est. & Proj.","2007","2007","1000 No","2384.038","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2008","2008","1000 No","4314.631","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","512","Total Population - Male","3010","Population - Est. & Proj.","2008","2008","1000 No","2076.016","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","513","Total Population - Female","3010","Population - Est. & Proj.","2008","2008","1000 No","2238.615","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","551","Rural population","3010","Population - Est. & Proj.","2008","2008","1000 No","1966.449","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","561","Urban population","3010","Population - Est. & Proj.","2008","2008","1000 No","2385.979","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2009","2009","1000 No","4310.53","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","512","Total Population - Male","3010","Population - Est. & Proj.","2009","2009","1000 No","2074.718","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","513","Total Population - Female","3010","Population - Est. & Proj.","2009","2009","1000 No","2235.812","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","551","Rural population","3010","Population - Est. & Proj.","2009","2009","1000 No","1954.051","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","561","Urban population","3010","Population - Est. & Proj.","2009","2009","1000 No","2387.033","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2010","2010","1000 No","4301.145","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","512","Total Population - Male","3010","Population - Est. & Proj.","2010","2010","1000 No","2070.682","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","513","Total Population - Female","3010","Population - Est. & Proj.","2010","2010","1000 No","2230.463","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","551","Rural population","3010","Population - Est. & Proj.","2010","2010","1000 No","1940.974","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","561","Urban population","3010","Population - Est. & Proj.","2010","2010","1000 No","2387.179","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2011","2011","1000 No","4280.824","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","512","Total Population - Male","3010","Population - Est. & Proj.","2011","2011","1000 No","2060.489","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","513","Total Population - Female","3010","Population - Est. & Proj.","2011","2011","1000 No","2220.335","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","551","Rural population","3010","Population - Est. & Proj.","2011","2011","1000 No","1927.119","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","561","Urban population","3010","Population - Est. & Proj.","2011","2011","1000 No","2386.252","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2012","2012","1000 No","4259.236","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","512","Total Population - Male","3010","Population - Est. & Proj.","2012","2012","1000 No","2049.908","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","513","Total Population - Female","3010","Population - Est. & Proj.","2012","2012","1000 No","2209.329","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","551","Rural population","3010","Population - Est. & Proj.","2012","2012","1000 No","1911.684","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","561","Urban population","3010","Population - Est. & Proj.","2012","2012","1000 No","2384.842","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 No","4242.398","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","512","Total Population - Male","3010","Population - Est. & Proj.","2013","2013","1000 No","2042.281","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","513","Total Population - Female","3010","Population - Est. & Proj.","2013","2013","1000 No","2200.117","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","551","Rural population","3010","Population - Est. & Proj.","2013","2013","1000 No","1894.797","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","561","Urban population","3010","Population - Est. & Proj.","2013","2013","1000 No","2383.009","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2014","2014","1000 No","4219.479","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","512","Total Population - Male","3010","Population - Est. & Proj.","2014","2014","1000 No","2031.68","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","513","Total Population - Female","3010","Population - Est. & Proj.","2014","2014","1000 No","2187.798","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","551","Rural population","3010","Population - Est. & Proj.","2014","2014","1000 No","1876.612","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","561","Urban population","3010","Population - Est. & Proj.","2014","2014","1000 No","2380.921","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 No","4183.729","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","512","Total Population - Male","3010","Population - Est. & Proj.","2015","2015","1000 No","2014.755","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","513","Total Population - Female","3010","Population - Est. & Proj.","2015","2015","1000 No","2168.973","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 No","1857.29","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 No","2378.726","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2016","2016","1000 No","4136.444","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","512","Total Population - Male","3010","Population - Est. & Proj.","2016","2016","1000 No","1992.125","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","513","Total Population - Female","3010","Population - Est. & Proj.","2016","2016","1000 No","2144.318","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","551","Rural population","3010","Population - Est. & Proj.","2016","2016","1000 No","1836.858","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","561","Urban population","3010","Population - Est. & Proj.","2016","2016","1000 No","2376.407","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 No","4079.2","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","512","Total Population - Male","3010","Population - Est. & Proj.","2017","2017","1000 No","1964.676","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","513","Total Population - Female","3010","Population - Est. & Proj.","2017","2017","1000 No","2114.524","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","551","Rural population","3010","Population - Est. & Proj.","2017","2017","1000 No","1815.373","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","561","Urban population","3010","Population - Est. & Proj.","2017","2017","1000 No","2373.98","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 No","4024.868","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 No","1938.516","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 No","2086.352","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 No","1793.077","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 No","2371.706","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2019","2019","1000 No","3986.334","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","512","Total Population - Male","3010","Population - Est. & Proj.","2019","2019","1000 No","1920.084","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","513","Total Population - Female","3010","Population - Est. & Proj.","2019","2019","1000 No","2066.25","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","551","Rural population","3010","Population - Est. & Proj.","2019","2019","1000 No","1770.247","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","561","Urban population","3010","Population - Est. & Proj.","2019","2019","1000 No","2369.901","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2020","2020","1000 No","3953.958","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","512","Total Population - Male","3010","Population - Est. & Proj.","2020","2020","1000 No","1904.87","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","513","Total Population - Female","3010","Population - Est. & Proj.","2020","2020","1000 No","2049.088","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","551","Rural population","3010","Population - Est. & Proj.","2020","2020","1000 No","1747.114","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","561","Urban population","3010","Population - Est. & Proj.","2020","2020","1000 No","2368.833","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2021","2021","1000 No","3924.61","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","512","Total Population - Male","3010","Population - Est. & Proj.","2021","2021","1000 No","1891.08","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","513","Total Population - Female","3010","Population - Est. & Proj.","2021","2021","1000 No","2033.53","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","551","Rural population","3010","Population - Est. & Proj.","2021","2021","1000 No","1723.776","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","561","Urban population","3010","Population - Est. & Proj.","2021","2021","1000 No","2368.602","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2022","2022","1000 No","3907.027","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","512","Total Population - Male","3010","Population - Est. & Proj.","2022","2022","1000 No","1883.201","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","513","Total Population - Female","3010","Population - Est. & Proj.","2022","2022","1000 No","2023.826","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","551","Rural population","3010","Population - Est. & Proj.","2022","2022","1000 No","1700.237","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","561","Urban population","3010","Population - Est. & Proj.","2022","2022","1000 No","2369.184","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2023","2023","1000 No","3896.023","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","512","Total Population - Male","3010","Population - Est. & Proj.","2023","2023","1000 No","1878.697","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","513","Total Population - Female","3010","Population - Est. & Proj.","2023","2023","1000 No","2017.326","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","551","Rural population","3010","Population - Est. & Proj.","2023","2023","1000 No","1676.471","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","561","Urban population","3010","Population - Est. & Proj.","2023","2023","1000 No","2370.512","X","Figure from international organizations",""
"OA","Annual population","250","France","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2000","2000","1000 No","59483.716","X","Figure from international organizations",""
"OA","Annual population","250","France","512","Total Population - Male","3010","Population - Est. & Proj.","2000","2000","1000 No","28856.747","X","Figure from international organizations",""
"OA","Annual population","250","France","513","Total Population - Female","3010","Population - Est. & Proj.","2000","2000","1000 No","30626.97","X","Figure from international organizations",""
"OA","Annual population","250","France","551","Rural population","3010","Population - Est. & Proj.","2000","2000","1000 No","14382.604","X","Figure from international organizations",""
"OA","Annual population","250","France","561","Urban population","3010","Population - Est. & Proj.","2000","2000","1000 No","45225.597","X","Figure from international organizations",""
"OA","Annual population","250","France","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2001","2001","1000 No","59905.128","X","Figure from international organizations",""
"OA","Annual population","250","France","512","Total Population - Male","3010","Population - Est. & Proj.","2001","2001","1000 No","29047.552","X","Figure from international organizations",""
"OA","Annual population","250","France","513","Total Population - Female","3010","Population - Est. & Proj.","2001","2001","1000 No","30857.575","X","Figure from international organizations",""
"OA","Annual population","250","France","551","Rural population","3010","Population - Est. & Proj.","2001","2001","1000 No","14302.809","X","Figure from international organizations",""
"OA","Annual population","250","France","561","Urban population","3010","Population - Est. & Proj.","2001","2001","1000 No","45608.443","X","Figure from international organizations",""
"OA","Annual population","250","France","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2002","2002","1000 No","60327.248","X","Figure from international organizations",""
"OA","Annual population","250","France","512","Total Population - Male","3010","Population - Est. & Proj.","2002","2002","1000 No","29239.954","X","Figure from international organizations",""
"OA","Annual population","250","France","513","Total Population - Female","3010","Population - Est. & Proj.","2002","2002","1000 No","31087.294","X","Figure from international organizations",""
"OA","Annual population","250","France","551","Rural population","3010","Population - Est. & Proj.","2002","2002","1000 No","14224.922","X","Figure from international organizations",""
