Country,Year,Exports of goods and services (% of GDP),GDP (current US$),GDP growth (annual %),GDP per capita (current US$),Imports of goods and services (% of GDP),"Inflation, consumer prices (annual %)",Trade (% of GDP),"Employment to population ratio, 15+, female (%) (modeled ILO estimate)","Employment to population ratio, 15+, male (%) (modeled ILO estimate)","Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)","Employment to population ratio, ages 15-24, female (%) (national estimate)","Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)","Employment to population ratio, ages 15-24, male (%) (national estimate)","Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",Unemployment with advanced education (% of total labor force with advanced education),"Unemployment with advanced education, female (% of female labor force with advanced education)","Unemployment with advanced education, male (% of male labor force with advanced education)",Unemployment with basic education (% of total labor force with basic education),"Unemployment with basic education, female (% of female labor force with basic education)","Unemployment with basic education, male (% of male labor force with basic education)","Unemployment, female (% of female labor force) (modeled ILO estimate)","Unemployment, male (% of male labor force) (modeled ILO estimate)","Unemployment, total (% of total labor force) (modeled ILO estimate)_x","Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)","Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",Current account balance (% of GDP),External debt stocks (% of GNI),"Foreign direct investment, net inflows (% of GDP)",Gini index,"Life expectancy at birth, female (years)","Life expectancy at birth, male (years)","Life expectancy at birth, total (years)",Population growth (annual %),Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),"Unemployment, total (% of total labor force) (modeled ILO estimate)_y",Urban population (% of total population),agr_area_harvested_avg,agr_production_avg,agr_yield_avg,agr_area_harvested_item_count,agr_production_item_count,agr_yield_item_count,agr_area_harvested_total,agr_production_total,agr_yield_total,pop_rural_population,pop_total_population___both_sexes,pop_total_population___female,pop_total_population___male,pop_urban_population,disaster_count,disaster_deaths,disaster_injured,disaster_affected,disaster_total_affected,disaster_damage_usd_thousands,disaster_aid_usd_thousands
Croatia,2020,41.2770315838174,57963370885.0798,-8.31164257884687,14808.4620188819,48.2564222170774,0.154811374562106,89.5334538008947,41.106,53.863,18.95,18.991,31.844,31.883,25.589,5.36,5.728,4.876,9.928,10.163,9.744,7.578,7.447,7.507,25.177,18.816,21.222,-0.79471642197724,28.129121817334987,2.53910439982718,29.5,80.7,74.5,77.5243902439024,-0.894863743984583,0.4,7.507,57.553,12622.089552238805,90453.8339423077,12621.461403508772,67.0,104.0,57.0,845680.0,9407198.73,719423.3,1747114.0,3953958.0,2049088.0000000002,1904870.0,2368833.0,2.0,9.0,63.0,209371.0,228349.0,13023400.0,0.0
Croatia,2021,49.7797053734111,69006802298.6956,12.6317003277712,17789.9304736722,52.5287254424248,2.55450699642041,102.308430815836,42.018,54.501,20.018,20.051,31.084,31.114,25.715,4.904,5.043,4.713,10.498,12.037,9.398,8.021,7.255,7.608,26.498,18.983,21.996,0.807872377612066,28.129121817334987,7.42706757670832,28.9,79.6,73.4,76.4243902439025,-0.904000889163613,0.3,7.608,57.878,12329.09090909091,85772.79823529412,11255.421052631578,66.0,102.0,57.0,813720.0,8748825.42,641559.0,1723776.0,3924610.0,2033530.0,1891080.0,2368602.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Croatia,2022,59.4969715136887,71198635101.9514,7.28793643206565,18466.0955472648,65.7168860772854,10.7805806758686,125.213857590974,43.213,55.378,22.963,22.977,34.056,34.07,28.67,5.264,5.357,5.134,11.647,13.798,9.898,7.905,6.135,6.96,22.725,14.827,18.083,-3.68078262891498,28.129121817334987,5.51610421858619,30.0,80.7,74.6,77.5756097560976,-0.603521952188318,0.4,6.96,58.219,11895.36231884058,72599.08886792453,11193.65,69.0,106.0,60.0,820780.0,7695503.42,671619.0,1700237.0,3907027.0,2023826.0,1883201.0,2369184.0,1.0,731.0,0.0,0.0,0.0,0.0,0.0
Croatia,2023,52.9341592859634,84393795502.4421,3.30254488086325,21865.4562838641,54.7667601446359,7.9412817758683,107.700919430599,44.022,54.618,19.56,19.534,30.701,30.68,25.287,3.584,4.342,2.545,11.789,12.442,11.269,6.622,5.607,6.086,21.662,17.142,18.901,0.753574362369111,28.129121817334987,3.95990588027565,30.0,81.7,75.4,78.4731707317073,0.104856226330186,0.4,6.086,58.575,11746.764705882353,70400.3947368421,10312.906896551724,68.0,76.0,58.0,798780.0,5350430.0,598148.6,1676471.0,3896023.0,2017326.0,1878697.0,2370512.0,3.0,562.0,100.0,6177.0,6277.0,0.0,0.0
Croatia,2024,49.7993080704898,92526176108.621,3.81494521667429,23931.4528382746,52.9169106188281,2.97200477643618,102.716218689318,44.349,54.848,20.43,19.534,31.23,30.68,25.978,3.584,4.342,2.545,11.789,12.442,11.269,5.687,4.834,5.236,18.199,15.508,16.558,-1.13396578057263,28.129121817334987,5.04216663315136,30.0,81.7,75.4,78.4731707317073,0.1712144343961,0.4,5.236,58.945,11746.764705882353,70400.3947368421,10312.906896551724,0.0,0.0,0.0,0.0,0.0,0.0,1676471.0,3896023.0,2017326.0,1878697.0,2370512.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
France,2000,29.7580489893129,1360959069477.49,4.14099996402915,22340.5939516217,28.0279980425069,1.67595988720927,57.7860470318197,42.612,57.314,25.097,25.08,31.321,31.26,28.261,5.546,6.17,4.907,15.3,17.579,13.343,12.205,8.543,10.218,22.507,18.843,20.484,1.1848394944316,28.129121817334987,3.04117027418416,32.6,83.0,75.3,79.0560975609756,0.686335719566776,0.0,10.218,75.871,167491.02469135803,1375961.1277027028,15607.432098765432,81.0,148.0,81.0,13566773.0,203642246.9,1264202.0,14382604.0,59483716.0,30626970.0,28856747.0,45225597.0,6.0,11.0,9.0,9300.0,9509.0,0.0,0.0
France,2001,29.4306035099419,1370376677298.86,1.89946701186636,22331.7948343036,27.4626293461303,1.63478079549601,56.8932328560722,43.242,58.149,25.665,25.65,32.985,32.947,29.38,4.848,5.448,4.244,13.168,15.455,11.212,10.517,7.004,8.61,20.422,15.907,17.91,1.52989945223821,28.129121817334987,3.65899790543178,32.5,83.0,75.5,79.1585365853659,0.7289939490983,0.0,8.61,76.127,165234.8148148148,1289806.9651351352,14998.415853658535,81.0,148.0,82.0,13384020.0,190891430.84,1229870.0999999999,14302809.0,59905128.0,30857575.0,29047552.0,45608443.0,7.0,17.0,121.0,19391.0,19512.0,132350.0,0.0
France,2002,28.7307017592768,1492427756382.43,1.06775027069419,24144.5727019529,26.4018230910334,1.9234122872706,55.1325248503102,43.777,57.998,25.922,25.899,33.886,33.85,29.957,5.486,5.404,5.569,12.946,14.02,12.04,9.803,7.775,8.702,20.725,17.388,18.846,1.18270439802011,28.129121817334987,3.45413596292303,31.8,83.0,75.7,79.2609756097561,0.727033002641047,0.0,8.702,76.38,165383.98780487804,1413666.1029530203,15774.244578313253,82.0,149.0,83.0,13561487.0,210636249.34,1309262.3,14224922.0,60327248.0,31087294.0,29239954.0,46000154.0,4.0,30.0,3.0,13050.0,13053.0,1191000.0,0.0
France,2003,27.1369676673944,1835095983049.09,0.967827182558352,29479.5222101175,25.4619146196714,2.09847219146923,52.5988822870657,45.215,58.049,27.508,27.494,34.005,33.972,30.795,5.84,6.03,5.64,11.57,12.347,10.901,9.135,7.589,8.306,18.133,16.409,17.179,0.871063406872808,28.129121817334987,2.30782482603352,31.4,82.7,75.7,79.1146341463415,0.705638836747311,0.2,8.306,76.632,162427.06097560975,1262583.0297315437,15044.565060240962,82.0,149.0,83.0,13319019.0,188124871.43,1248698.9,14149190.0,60741126.0,31310891.0,29430235.0,46400907.0,6.0,19511.0,74.0,30000.0,30074.0,5900050.0,0.0
France,2004,27.5381038597962,2109792297237.03,2.86825052501032,33644.9282220364,26.2116609694066,2.14208964640241,53.7497648292028,44.684,57.632,26.713,26.696,32.243,32.193,29.509,6.421,6.674,6.161,12.378,12.964,11.875,9.88,8.079,8.914,19.718,19.626,19.667,0.434470120439983,28.129121817334987,1.68777447237363,30.6,83.8,76.7,80.1634146341463,0.732625502527391,0.1,8.914,76.883,166164.3536585366,1415596.3475167786,16190.484337349397,82.0,149.0,83.0,13625477.0,210923855.78,1343810.2,14075407.0,61175247.0,31546772.0,29628474.0,46811200.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0
France,2005,28.1635565257399,2192146403028.17,1.88856584109286,34696.3718316971,27.65927959839,1.74586936380482,55.8228361241299,45.201,57.378,23.566,23.543,30.039,30.012,26.839,6.398,6.724,6.07,12.766,13.662,11.981,9.845,8.035,8.882,22.695,20.059,21.225,-0.0065091917770309,28.129121817334987,3.88373065839251,29.8,83.8,76.7,80.1634146341463,0.751885116821619,0.1,8.882,77.13,165167.5,1365017.765704698,16723.83855421687,82.0,149.0,83.0,13543735.0,203387647.09,1388078.6,14003975.0,61625032.0,31793393.0,29831640.0,47229925.0,5.0,13.0,0.0,4000.0,4000.0,10000.0,0.0
France,2006,28.9278484836141,2317861544690.82,2.71406448755236,36431.5658906555,28.9414290456532,1.67512449608723,57.8692775292673,45.368,57.117,23.035,23.02,29.857,29.82,26.486,6.183,6.4,5.962,12.995,13.863,12.233,9.678,8.084,8.832,24.197,21.074,22.447,0.0221896585541474,28.129121817334987,3.40646118259264,29.7,84.5,77.3,80.8121951219512,0.696338574828463,0.0,8.832,77.377,164672.5487804878,1318020.217162162,16527.26987951807,82.0,148.0,83.0,13503149.0,195066992.14,1371763.4,13934413.0,62049838.0,32014499.0,30035339.0,47658471.0,3.0,1393.0,2.0,600.0,602.0,0.0,0.0
France,2007,28.8585344688926,2655816911866.56,2.53048188351066,41486.1907828787,29.2940266620733,1.4879980595386,58.1525611309659,46.269,57.38,24.963,24.95,30.653,30.628,27.843,5.784,6.215,5.352,12.114,12.309,11.945,8.597,7.482,8.008,20.62,18.851,19.644,-0.328279950461903,28.129121817334987,3.15449449926763,32.4,84.8,77.6,81.1121951219512,0.618225682593305,0.0,8.008,77.621,162491.7469879518,1311302.3561073826,13919.735714285714,83.0,149.0,84.0,13486815.0,195384051.06,1169257.8,13866281.0,62432439.0,32206249.0,30226191.0,48094669.0,3.0,5.0,0.0,1200.0,1200.0,250000.0,0.0
France,2008,29.1990596782502,2926802941585.86,0.380171435849121,45464.8181385158,29.9807331629246,2.81286194914787,59.1797928411748,46.723,57.745,25.02,24.999,31.041,31.011,28.068,4.851,5.025,4.665,11.59,12.029,11.224,7.916,6.911,7.386,19.38,19.083,19.214,-0.962244945077225,28.129121817334987,2.32326700027606,33.0,84.8,77.8,81.2146341463415,0.558020613148126,0.0,7.386,77.868,166478.55421686746,1364775.7162416107,13886.985542168675,83.0,149.0,83.0,13817720.0,203351581.72,1152619.8,13794705.0,62780190.0,32385191.0,30394999.0,48534862.0,2.0,3.0,6.0,2100.0,2706.0,80000.0,0.0
France,2009,25.8809482311608,2700075882518.98,-2.82455153714783,41728.0884164132,26.3181640716005,0.0876204781574552,52.1991123027613,46.286,56.522,24.918,24.887,29.153,29.1,27.062,5.877,5.841,5.915,14.157,13.861,14.404,9.36,8.908,9.122,22.827,24.961,24.006,-0.81848014778611,28.129121817334987,0.682311492843149,32.7,85.0,78.0,81.4146341463415,0.513351013325229,0.1,9.122,78.117,166803.0481927711,1418302.6858389261,14269.768674698797,83.0,149.0,83.0,13844653.0,211327100.19,1184390.8,13717697.0,63106463.0,32552421.0,30554042.0,48969824.0,4.0,18.0,200.0,0.0,200.0,3200000.0,0.0
